country,year,gdp,co2,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,co2_per_capita,co2_per_gdp,share_global_co2,methane_per_capita,nitrous_oxide_per_capita,total_ghg_excluding_lucf,total_ghg,temperature_change_from_co2
Bosnia and Herzegovina,2011,35664064512.0,23.761,18.485,4.419,0.52,0.337,0.0,6.35,0.666,0.069,1.299,0.388,27.247,28.926,0.001
Bosnia and Herzegovina,2012,35371053056.0,22.134,17.233,4.107,0.48,0.315,0.0,6.031,0.626,0.063,1.285,0.415,25.507,27.844,0.001
Bosnia and Herzegovina,2013,36202156032.0,21.801,17.085,4.005,0.374,0.337,0.0,6.038,0.602,0.062,1.286,0.403,25.111,26.963,0.001
Bosnia and Herzegovina,2014,36619952128.0,19.312,14.55,4.093,0.348,0.321,0.0,5.417,0.527,0.054,1.569,0.427,23.562,26.152,0.001
Bosnia and Herzegovina,2015,38199898112.0,18.46,13.491,4.254,0.407,0.309,0.0,5.247,0.483,0.052,1.626,0.447,22.825,26.732,0.001
Bosnia and Herzegovina,2016,39438503936.0,21.73,16.151,4.836,0.421,0.322,0.0,6.257,0.551,0.061,1.728,0.422,26.41,29.891,0.001
Bosnia and Herzegovina,2017,40717914112.0,22.156,16.459,4.891,0.458,0.348,0.0,6.462,0.544,0.062,1.765,0.426,26.911,29.34,0.001
Bosnia and Herzegovina,2018,42277007360.0,22.075,16.601,4.639,0.454,0.381,0.0,6.518,0.522,0.06,1.866,0.414,27.182,29.851,0.001
Bosnia and Herzegovina,2019,43497123840.0,20.81,15.334,4.683,0.429,0.365,0.0,6.22,0.478,0.056,1.811,0.368,25.696,29.036,0.001
Bosnia and Herzegovina,2020,42185625600.0,20.832,15.722,4.287,0.392,0.431,0.0,6.314,0.494,0.059,1.826,0.413,25.697,28.955,0.001
Bosnia and Herzegovina,2021,45303799808.0,21.264,15.557,4.814,0.473,0.42,0.0,6.553,0.469,0.057,1.707,0.354,25.917,28.291,0.001
Bosnia and Herzegovina,2022,47069138944.0,20.963,15.162,4.873,0.508,0.42,0.0,6.541,0.445,0.056,1.709,0.361,25.572,27.882,0.001
Botswana,2009,22485469184.0,3.855,1.577,2.182,0.0,0.096,0.0,1.937,0.171,0.012,2.419,1.255,5.175,18.355,0.0
Botswana,2010,24958865408.0,4.537,1.991,2.446,0.0,0.1,0.0,2.232,0.182,0.014,5.696,4.239,6.058,32.954,0.0
Botswana,2011,27061118976.0,4.029,1.43,2.593,0.0,0.006,0.0,1.943,0.149,0.012,6.901,5.398,5.513,36.022,0.0
Botswana,2012,27014846464.0,5.077,2.327,2.744,0.0,0.006,0.0,2.408,0.188,0.015,3.333,2.043,6.76,23.557,0.0
Botswana,2013,30014304256.0,5.663,2.774,2.884,0.0,0.006,0.0,2.645,0.189,0.016,2.895,1.733,7.458,25.49,0.0
Botswana,2014,31724222464.0,6.85,3.844,3.001,0.0,0.006,0.0,3.154,0.216,0.019,2.147,1.096,8.707,20.479,0.0
Botswana,2015,30185275392.0,5.418,2.898,2.51,0.004,0.006,0.0,2.459,0.179,0.015,2.098,1.024,7.606,18.16,0.0
Botswana,2016,32359221248.0,6.345,3.572,2.766,0.0,0.006,0.0,2.839,0.196,0.018,1.801,0.778,8.345,17.777,0.0
Botswana,2017,33690155008.0,7.07,4.252,2.812,0.0,0.006,0.0,3.119,0.21,0.02,2.547,1.505,9.292,22.048,0.0
Botswana,2018,35101765632.0,7.64,4.624,3.015,0.0,0.0,0.0,3.323,0.218,0.021,2.049,1.027,9.992,20.298,0.0
Botswana,2019,36166406144.0,6.727,3.858,2.869,0.0,0.0,0.0,2.885,0.186,0.018,1.513,0.664,9.041,17.397,0.0
Botswana,2020,33010528256.0,5.551,2.928,2.623,0.0,0.0,0.0,2.346,0.168,0.016,2.097,1.171,7.537,18.941,0.0
Botswana,2021,36918972416.0,6.009,3.29,2.719,0.0,0.0,0.0,2.502,0.163,0.016,3.957,2.931,8.312,28.455,0.0
Botswana,2022,39293968384.0,6.596,3.738,2.857,0.0,0.0,0.0,2.703,0.168,0.018,3.636,2.59,8.862,27.762,0.0
Brazil,2000,1739727962112.0,340.183,50.46,239.488,18.442,16.047,10.737,1.955,0.196,1.333,2.595,0.71,521.399,2608.235,0.037
Brazil,2001,1785513115648.0,346.166,49.427,241.795,23.186,15.227,11.721,1.963,0.194,1.347,2.635,0.723,525.819,2584.388,0.037
Brazil,2002,1861742362624.0,347.765,48.689,239.219,29.293,14.39,11.218,1.948,0.187,1.323,2.728,0.743,530.314,2771.022,0.038
Brazil,2003,1904932683776.0,344.645,51.933,232.434,30.919,13.096,11.199,1.908,0.181,1.246,2.818,0.762,535.491,3426.338,0.04
Brazil,2004,2038447996928.0,361.434,53.833,239.768,38.215,13.273,10.84,1.979,0.177,1.262,2.919,0.8,560.981,3044.124,0.041
Brazil,2005,2129214439424.0,364.371,50.948,240.221,39.619,14.349,13.877,1.973,0.171,1.23,2.907,0.791,562.385,2845.96,0.042
Brazil,2006,2240805339136.0,368.871,50.838,242.249,42.053,15.44,12.882,1.976,0.165,1.204,2.858,0.767,569.505,2711.471,0.043
Brazil,2007,2405626806272.0,390.573,54.989,256.003,43.246,17.2,13.469,2.071,0.162,1.239,2.822,0.828,593.747,2614.047,0.043
Brazil,2008,2559842713600.0,412.638,55.315,267.239,51.303,18.884,14.207,2.168,0.161,1.287,2.787,0.783,615.887,2555.072,0.044
Brazil,2009,2589568270336.0,389.775,43.586,262.705,40.959,19.031,18.434,2.029,0.151,1.236,2.755,0.753,587.231,2374.529,0.045
Brazil,2010,2820492492800.0,440.269,56.688,286.08,55.049,21.288,15.214,2.273,0.156,1.32,2.85,0.84,647.911,2354.155,0.046
Brazil,2011,2968454955008.0,462.58,62.292,303.885,53.101,22.845,14.12,2.369,0.156,1.341,2.818,0.821,668.521,2331.277,0.047
Brazil,2012,3025484382208.0,498.309,61.016,327.734,63.397,24.998,14.761,2.531,0.165,1.424,2.809,0.822,707.636,2432.073,0.047
Brazil,2013,3116394610688.0,532.418,65.604,342.338,74.704,26.652,16.634,2.682,0.171,1.508,2.791,0.813,746.33,2450.492,0.048
Brazil,2014,3132099919872.0,557.901,69.034,356.753,81.286,26.908,17.642,2.788,0.178,1.574,2.805,0.84,776.718,2475.536,0.049
Brazil,2015,3021043138560.0,529.353,69.452,330.359,80.465,25.082,17.604,2.625,0.175,1.495,2.831,0.822,753.095,2459.342,0.05
Brazil,2016,2922076176384.0,492.748,63.831,312.939,69.666,22.415,17.505,2.425,0.169,1.391,2.828,0.811,717.539,2323.365,0.05
Brazil,2017,2960731668480.0,498.266,67.322,316.143,70.688,20.217,17.505,2.434,0.168,1.384,2.809,0.848,728.253,2268.588,0.051
Brazil,2018,3013541101568.0,478.379,65.841,300.73,67.417,20.494,17.505,2.321,0.159,1.302,2.786,0.816,712.237,2247.93,0.052
Brazil,2019,3050327244800.0,473.39,61.888,299.436,67.121,21.048,17.505,2.282,0.155,1.276,2.803,0.845,710.16,2278.087,0.052
Brazil,2020,2950377504768.0,445.208,56.241,282.678,59.026,23.366,17.505,2.134,0.151,1.267,2.823,0.882,684.747,2358.869,0.053
Brazil,2021,3097565331456.0,498.017,68.23,305.428,75.974,24.488,17.505,2.377,0.161,1.346,2.866,0.908,740.368,2553.401,0.054
Brazil,2022,3187413090304.0,483.841,56.078,319.935,60.085,23.845,17.505,2.301,0.152,1.297,2.86,0.92,726.19,2438.436,0.055
Bulgaria,2000,67719766016.0,45.592,26.489,10.627,6.697,1.212,0.124,5.699,0.673,0.179,1.466,0.439,55.514,55.087,0.002
Bulgaria,2001,68877647872.0,49.117,30.191,10.915,6.206,1.228,0.125,6.195,0.713,0.191,1.439,0.469,58.965,57.154,0.002
Bulgaria,2002,73450037248.0,46.235,27.91,10.892,5.566,1.215,0.121,5.881,0.629,0.176,1.404,0.523,55.917,54.395,0.002
Bulgaria,2003,77722337280.0,50.587,31.268,11.61,5.809,1.273,0.116,6.482,0.651,0.183,1.433,0.541,60.324,59.544,0.002
Bulgaria,2004,83228672000.0,49.624,30.007,11.661,5.824,1.444,0.119,6.404,0.596,0.173,1.442,0.528,59.396,55.774,0.002
Bulgaria,2005,89684787200.0,50.685,29.543,12.218,6.579,1.618,0.124,6.587,0.565,0.171,1.426,0.486,60.409,57.14,0.002
Bulgaria,2006,96404594688.0,51.922,30.047,12.655,6.738,1.55,0.129,6.796,0.539,0.17,1.434,0.414,61.498,57.305,0.002
Bulgaria,2007,104058200064.0,55.751,33.41,12.455,6.897,1.979,0.14,7.348,0.536,0.177,1.444,0.459,65.36,61.805,0.002
Bulgaria,2008,110900338688.0,54.109,32.547,11.844,6.729,1.9,0.152,7.18,0.488,0.169,1.424,0.481,63.547,60.812,0.002
Bulgaria,2009,107365072896.0,45.837,27.326,11.353,5.061,0.983,0.327,6.121,0.427,0.145,1.397,0.487,54.879,53.946,0.002
Bulgaria,2010,109045211136.0,47.9,29.357,10.951,5.382,0.807,0.374,6.44,0.439,0.144,1.384,0.482,56.918,57.29,0.002
Bulgaria,2011,109435363328.0,53.205,34.54,10.136,6.158,0.787,0.394,7.209,0.486,0.154,1.426,0.566,62.45,65.07,0.002
Bulgaria,2012,110261510144.0,48.361,29.462,10.668,5.768,0.981,0.383,6.609,0.439,0.138,1.349,0.452,56.813,60.272,0.002
Bulgaria,2013,109643522048.0,42.726,25.088,9.633,5.628,0.892,0.412,5.881,0.39,0.121,1.317,0.496,50.956,52.495,0.002
Bulgaria,2014,110703534080.0,45.251,26.639,10.599,5.601,0.911,0.384,6.265,0.409,0.128,1.191,0.509,52.416,55.094,0.002
Bulgaria,2015,114498609152.0,48.204,27.731,11.521,5.942,1.105,0.6,6.716,0.421,0.136,1.463,0.536,57.365,59.439,0.002
Bulgaria,2016,117979078656.0,45.419,24.203,11.922,5.949,1.194,0.813,6.372,0.385,0.128,1.443,0.568,54.37,56.702,0.002
Bulgaria,2017,121237946368.0,47.521,25.845,12.202,6.05,1.239,0.877,6.716,0.392,0.132,1.486,0.568,56.703,58.865,0.002
Bulgaria,2018,124492857344.0,43.577,22.143,12.425,5.795,1.224,0.711,6.203,0.35,0.119,1.406,0.565,52.169,54.037,0.002
Bulgaria,2019,129520074752.0,42.267,20.786,13.023,5.249,1.138,0.827,6.059,0.326,0.114,1.377,0.584,50.657,52.63,0.002
Bulgaria,2020,124392792064.0,36.644,16.264,12.145,5.344,1.066,0.684,5.285,0.295,0.104,1.407,0.58,44.995,46.777,0.002
Bulgaria,2021,133889810432.0,42.425,20.435,12.795,6.26,1.06,0.563,6.169,0.317,0.115,1.431,0.597,50.907,52.861,0.002
Bulgaria,2022,138390159360.0,46.966,24.577,13.793,5.14,1.04,0.781,6.881,0.339,0.126,1.456,0.606,55.567,57.44,0.002
Canada,2000,1137681367040.0,566.261,128.952,237.231,173.423,7.232,16.037,18.33,0.498,2.22,3.888,1.272,669.292,896.376,0.022
Canada,2001,1161459924992.0,558.36,126.48,241.069,165.5,6.983,15.457,17.888,0.481,2.172,3.853,1.227,660.301,921.271,0.022
Canada,2002,1199865593856.0,563.729,123.972,242.086,171.755,7.148,15.817,17.876,0.47,2.145,3.892,1.237,667.379,894.815,0.023
Canada,2003,1224575811584.0,580.792,123.102,257.945,174.245,7.248,15.3,18.243,0.474,2.099,3.82,1.247,683.921,918.316,0.023
Canada,2004,1265917231104.0,579.163,115.514,266.975,170.262,7.52,15.79,18.024,0.458,2.023,3.897,1.217,683.459,928.975,0.023
Canada,2005,1310077878272.0,572.855,116.624,260.961,169.2,7.614,15.451,17.659,0.437,1.934,3.811,1.234,674.861,905.439,0.024
Canada,2006,1348293361664.0,568.173,114.03,259.202,168.452,7.728,15.799,17.344,0.421,1.855,3.882,1.143,673.892,885.117,0.024
Canada,2007,1379925884928.0,591.889,118.821,265.861,180.77,7.731,15.845,17.886,0.429,1.877,3.796,1.24,697.554,898.929,0.024
Canada,2008,1397938716672.0,575.77,112.68,257.097,181.2,6.988,15.094,17.213,0.412,1.795,3.665,1.189,678.805,847.862,0.025
Canada,2009,1360538107904.0,542.811,93.362,253.423,174.223,5.364,14.17,16.047,0.399,1.721,3.438,1.127,640.132,788.939,0.025
Canada,2010,1406355374080.0,554.734,95.844,257.905,178.268,6.005,14.451,16.222,0.394,1.663,3.428,1.145,653.466,788.575,0.025
Canada,2011,1454221426688.0,563.32,86.835,259.433,193.976,6.02,14.619,16.302,0.387,1.633,3.416,1.2,663.824,846.7,0.026
Canada,2012,1479829618688.0,564.221,81.544,260.897,197.213,6.532,15.49,16.156,0.381,1.612,3.466,1.238,667.368,820.175,0.026
Canada,2013,1514296442880.0,568.854,79.249,260.549,204.25,5.973,16.365,16.118,0.376,1.611,3.451,1.219,672.364,838.992,0.026
Canada,2014,1557757558784.0,566.469,76.962,253.107,211.465,5.912,16.511,15.897,0.364,1.598,3.564,1.19,675.51,887.262,0.026
Canada,2015,1568025739264.0,565.644,73.719,254.034,213.612,6.185,15.766,15.729,0.361,1.598,3.499,1.179,674.335,857.683,0.027
Canada,2016,1583728033792.0,558.872,74.001,252.214,210.439,6.114,13.82,15.373,0.353,1.578,3.328,1.139,662.672,841.481,0.027
Canada,2017,1631871434752.0,569.603,73.401,255.803,216.781,6.863,14.54,15.475,0.349,1.583,3.343,1.146,675.443,855.191,0.027
Canada,2018,1677189185536.0,579.079,61.32,261.649,231.731,6.99,15.213,15.527,0.345,1.577,3.339,1.18,686.65,829.359,0.028
Canada,2019,1708858146816.0,582.025,58.777,263.306,234.935,7.195,15.657,15.404,0.341,1.569,3.282,1.128,689.02,837.691,0.028
Canada,2020,1622144450560.0,526.582,48.575,228.175,224.905,6.713,16.158,13.795,0.325,1.499,2.871,1.167,618.915,759.515,0.028
Canada,2021,1703443300352.0,540.312,45.795,237.083,230.942,7.379,16.971,14.051,0.317,1.461,2.958,1.129,637.202,773.065,0.029
Canada,2022,1761295597568.0,550.612,38.198,246.265,239.741,6.752,17.495,14.183,0.313,1.476,2.988,1.161,650.002,810.218,0.029
Chile,2000,233340518400.0,58.503,14.242,30.627,11.919,1.01,0.704,3.773,0.251,0.229,1.725,0.461,79.765,101.458,0.002
Chile,2001,239642804224.0,52.918,9.263,28.468,13.517,1.013,0.657,3.374,0.221,0.206,1.716,0.459,74.468,97.259,0.002
Chile,2002,243288817664.0,54.836,9.38,30.323,13.506,1.079,0.548,3.458,0.225,0.209,1.679,0.464,76.24,95.947,0.002
Chile,2003,250723123200.0,55.1,9.244,29.587,14.737,1.113,0.419,3.438,0.22,0.199,1.647,0.452,76.359,101.261,0.002
Chile,2004,264146059264.0,59.228,10.281,31.324,16.048,1.194,0.382,3.659,0.224,0.207,1.682,0.487,81.373,103.442,0.002
Chile,2005,278000697344.0,61.127,10.252,33.826,15.557,1.152,0.34,3.739,0.22,0.206,1.654,0.468,83.114,106.157,0.002
Chile,2006,293258330112.0,64.052,12.538,35.735,14.334,1.236,0.209,3.88,0.218,0.209,1.635,0.475,86.151,105.133,0.002
Chile,2007,305709449216.0,70.476,13.007,47.225,8.764,1.316,0.163,4.227,0.231,0.223,1.629,0.51,93.633,115.177,0.002
Chile,2008,314032357376.0,70.553,16.733,47.551,4.825,1.307,0.135,4.19,0.225,0.22,1.686,0.547,94.868,118.588,0.002
Chile,2009,306660179968.0,65.96,13.431,44.929,6.379,1.081,0.14,3.878,0.215,0.209,1.612,0.478,88.672,111.059,0.002
